UPC,Description,Cost,QoH,Special Price Method,Unit Price,Group Price,Group Qty,Start Date,End Date,Net Sales,Foodstamp,Scale,Scanned Count
0085968001023,JASMINE RICE 20LB ,19,0,,,,,,,0,TRUE,FALSE,0
0087919020121,MIDMAR TURKEY BREAK STIP ,6.58,0,,,,,,,0,TRUE,FALSE,0
0089879600270,Sugandha Parboiled Basmati ,18.99,4,,,,,,,0,TRUE,FALSE,0
0097923001252,NATURAL DELIGHTS MEDJOOL 2.2LB ,8.66,2,,,,,,,0,TRUE,FALSE,0
0097923543257,MEDJOOL DATES ,9.99,2,,,,,,,0,TRUE,FALSE,0
0097923543264,NATURAL DELIGHTS 5LB ,19.83,6,,,,,,,0,TRUE,FALSE,0
0097923543301,Fresh medjool dates 1lb ,4.5,0,,,,,,,0,TRUE,FALSE,0
0097923544162,MADJOOL DATES ,7.98,-38,,,,,,,0,TRUE,FALSE,0
0099451824471,SHAD MOONG DAL 2 LB ,2.19,2,,,,,,,0,TRUE,FALSE,0
0099451824488,SHAD MOONG DALL 4 LB ,4.3,-18,,,,,,,0,TRUE,FALSE,0
0099451831707,HM SOOJI ,1.5,11,,,,,,,0,TRUE,FALSE,0
0121189065190,GROUND BEEF FRESH ,4.99,-506.65,,,,,,,0,TRUE,TRUE,0
0123141551221,LONG BIAM ,6.99,16,,,,,,,0,TRUE,FALSE,0
0123451503002,MAYOORI BLACK SALT ,0.92,33,,,,,,,0,TRUE,FALSE,0
0123456781002,Prayer Mat Fancy Medium,7,8,,,,,,,0,FALSE,FALSE,0
0123456781003,Prayer Mat Fancy Small,6,9,,,,,,,0,FALSE,FALSE,0
0123456781004,Quran Stand Plastic,1,10,,,,,,,0,FALSE,FALSE,0
0123456781005,Quran Stand Wood,8,5,,,,,,,0,FALSE,FALSE,0
0123456781006,Cap,0.4,20,,,,,,,0,FALSE,FALSE,0
0123456781007,Allahu Deco,0.5,5,,,,,,,0,FALSE,FALSE,0
0123456789123,Prayer Mat Fancy Saudi,9,17,,,,,,,0,FALSE,FALSE,0
0123987651482,MAYOORI SABUDANA ,2.1,33,,,,,,,0,TRUE,FALSE,0
0132568304006,RAJMAHAL TOAST 400 GR ,2,0,,,,,,,0,TRUE,FALSE,0
0165165456194,OXTAIL,,-20.84,,,,,,,0,TRUE,TRUE,0
0167806263340,Plain Toast (WF) ,1.99,-24,,,,,,,0,TRUE,FALSE,0
0167806263357,Butter Toast (WF) ,1.99,16,,,,,,,0,TRUE,FALSE,0
0234929734222,BONLESS TIGH ,1.57,-246.62,,,,,,,0,TRUE,TRUE,0
0235253533636,MINT LEAVES ,0.99,4,,,,,,,0,TRUE,FALSE,0
0244487782242,PAN LEEF ,1,-10,,,,,,,0,TRUE,FALSE,0
0536024158439,VEGE SAMOSAS 25 PCS ,6.99,-12,,,,,,,0,TRUE,FALSE,0
0620514000107,NATIONAL KHIR MIX ,1.5,4,,,,,,,0,TRUE,FALSE,0
0620514000121,NATIONAL VERMICELLI ,0.42,-45,,,,,,,0,TRUE,FALSE,0
0620514000237,NATIONAL ACHAR GOSHT ,1.08,22,,,,,,,0,TRUE,FALSE,0
0620514000275,NATIONAL BIRYANI ,1.08,14,,,,,,,0,TRUE,FALSE,0
0620514000282,NATIONAL BOMBAY BIRYANI ,1.08,11,,,,,,,0,TRUE,FALSE,0
0620514000305,NATIONAL CHICKEN JALFREZI ,1.08,12,,,,,,,0,TRUE,FALSE,0
0620514000343,NATIONAL FISH MASALA ,1.08,15,,,,,,,0,TRUE,FALSE,0
0620514000367,NATIONAL HALEEM ,1.08,10,,,,,,,0,TRUE,FALSE,0
0620514000404,NATIONAL KARACHI GOSHT ,1.08,7,,,,,,,0,TRUE,FALSE,0
0620514000459,NATIONAL MURGA MASLA ,1.08,0,,,,,,,0,TRUE,FALSE,0
0620514000480,NATIONAL DELHI NIHARI ,1.08,5,,,,,,,0,TRUE,FALSE,0
0620514000510,NATIONAL PAYA ,1.08,4,,,,,,,0,TRUE,FALSE,0
0620514000565,NATIONAL QUORMA ,1.08,16,,,,,,,0,TRUE,FALSE,0
0620514000695,NATIONAL MIXED PICKLE ,1.98,-9,,,,,,,0,TRUE,FALSE,0
0620514001036,NATIONAL CHAAT MASALA ,1.25,6,,,,,,,0,TRUE,FALSE,0
0620514001234,NATIONAL DAHI BARA ,1.83,16,,,,,,,0,TRUE,FALSE,0
0620514001241,NATIONAL CHATT PATA ,1.46,19,,,,,,,0,TRUE,FALSE,0
0620514001500,NATIONAL SEEKH KABAB,1.08,-7,,,,,,,0,TRUE,FALSE,0
0620514001630,NATIONAL CHILLI GARLIC SAUCE ,2.07,-1,Group-Threshold,2.79,2.79,2,Fri Sep 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),0,TRUE,FALSE,0
0620514001753,NATIONAL CKN BROAST ,1.08,44,,,,,,,0,TRUE,FALSE,0
0620514001760,NATIONAL CHICKEN TIKKA ,1.08,3,,,,,,,0,TRUE,FALSE,0
0620514001890,NATIONAL DAIGHI HALEME ,2.4,14,,,,,,,0,TRUE,FALSE,0
0620514001982,NATIONAL KASURI METHI 100 GM ,2,6,,,,,,,0,TRUE,FALSE,0
0620514002606,NATIONAL JELLY STRAW ,1,3,,,,,,,0,TRUE,FALSE,0
0620514002620,NATIONAL JELLY PINEA ,1,24,,,,,,,0,TRUE,FALSE,0
0620514002651,NATIONAL JELLY MIX ,1,21,,,,,,,0,TRUE,FALSE,0
0620514004044,NATIONAL CHICKEN TANDOORI ,1.08,0,,,,,,,0,TRUE,FALSE,0
0620514004105,NATIONAL BIHARI KABABA ,1.08,66,,,,,,,0,TRUE,FALSE,0
0620514004181,NATIONAL CHAPLI KAB ,1.08,18,,,,,,,0,TRUE,FALSE,0
0620514004723,NATIONAL CUSTARD POWDER ,1.83,13,,,,,,,0,TRUE,FALSE,0
0620514004754,NATIONAL CUST PWDR MANGO ,1.83,12,,,,,,,0,TRUE,FALSE,0
0620514004761,NATIONAL CUST PDR STRAW ,1.83,11,,,,,,,0,TRUE,FALSE,0
0620514004778,NATIONAL CUST PDR BANANA ,1.83,9,,,,,,,0,TRUE,FALSE,0
0620514005935,NATIONAL MANGO CHILI SAU ,2.07,20,Group-Threshold,2.79,2.79,2,Fri Sep 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),0,TRUE,FALSE,0
0620514005942,NATIONAL GREEN CHILLI SAUCE ,2.07,0,,,,,,,0,TRUE,FALSE,0
0620514005959,NATIONAL RED CHILI SAUCE ,2.07,18,,,,,,,0,TRUE,FALSE,0
0620514007861,NATIONAL CHICKEN BIRYANI ,1.08,25,,,,,,,0,TRUE,FALSE,0
0620514008394,NATIONAL FISH FRIED ,1.08,10,,,,,,,0,TRUE,FALSE,0
0620514008431,NATIONAL DAAL MAKHNI ,1.08,16,,,,,,,0,TRUE,FALSE,0
0620514009803,NATIONAL CKN HARA HYD ,1.08,16,,,,,,,0,TRUE,FALSE,0
0620514009810,NATIONAL TIKKA BOTI ,1.08,13,,,,,,,0,TRUE,FALSE,0
0620514010243,NATIONAL KARELA CHUT ,1.98,0,,,,,,,0,TRUE,FALSE,0
0620514011677,NATIONAL GINGER PASTE ,2.31,9,,,,,,,0,TRUE,FALSE,0
0620514011684,NATIONAL GARLIC PASTE ,2.31,8,,,,,,,0,TRUE,FALSE,0
0620514011691,NATIONAL GINGER AND GARLIC ,2.31,0,,,,,,,0,TRUE,FALSE,0
0620514011769,NATIONAL GINGER PASTE 750G ,4,7,,,,,,,0,TRUE,FALSE,0
0620514011776,NATIONAL GARLIC PASTE ,4,0,,,,,,,0,TRUE,FALSE,0
0620514011783,NATIONAL GINGER & GARLIC 750G ,4,0,,,,,,,0,TRUE,FALSE,0
0620514011806,NATIONAL BUTTER CHICKEN ,1.08,20,,,,,,,0,TRUE,FALSE,0
0620514011950,NATIONAL FRESH MINT ,2.87,0,,,,,,,0,TRUE,FALSE,0
0620514011967,NATIONAL CORANDER CHUTEY ,2.87,0,,,,,,,0,TRUE,FALSE,0
0620514013046,NATIONAL MEAT MASALA ,1.46,-4,,,,,,,0,TRUE,FALSE,0
0620514013084,NATIONAL CORNFLOUR ,1.8,66,,,,,,,0,TRUE,FALSE,0
0620514013985,NATIONAL BEEF BIRYANI ,1.08,17,,,,,,,0,TRUE,FALSE,0
0620514014104,NATIONAL HIM SALT ,2.09,11,,,,,,,0,TRUE,FALSE,0
0620514015194,NATIONAL SAMOSA CHUTNEY ,2.26,12,Group-Threshold,3.49,3.49,2,Fri Sep 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),0,TRUE,FALSE,0
0620514015293,NATIONAL CHICKEN 65 ,1.47,8,,,,,,,0,TRUE,FALSE,0
0620514016009,NATIONAL FRIED CHOPS ,1.08,2,,,,,,,0,TRUE,FALSE,0
0620514018287,NATIONAL CHICKEN TIKKA ,6,14,,,,,,,0,TRUE,FALSE,0
0620514018294,NATIONAL CHICKEN TANDOORI JAR ,6,6,,,,,,,0,TRUE,FALSE,0
0624967008017,ANGUS PATTIES ,9.83,22,,,,,,,0,TRUE,FALSE,0
0624967008130,ALSAFA CKN GYRO SLICES ,8.99,19,,,,,,,0,TRUE,FALSE,0
0624967008154,ALSAFA CKN TENDE,,8,,,,,,,0,TRUE,FALSE,0
0624967010058,AL SAFA BF SAMOSA ,9,14,,,,,,,0,TRUE,FALSE,0
0624967012199,ALSAFA BF BRKFST ,9.92,-25,,,,,,,0,TRUE,FALSE,0
0624967016012,AL SAFA CKN NUGGET ,18.83,5,,,,,,,0,TRUE,FALSE,0
0624967111038,ALSAFA BEEF SAMOSA ,8.99,10,,,,,,,0,TRUE,FALSE,0
0624967111076,ALSAFA CKN SAMSOA 40PCK ,20.83,-17,,,,,,,0,TRUE,FALSE,0
0624967111113,SAF CHICJEN SAMOSA 12PCS,7.5,12,,,,,,,0,TRUE,FALSE,0
0624967111199,AL SAFA CKN CHAPLI KEBAB ,7.5,-9,,,,,,,0,TRUE,FALSE,0
0624967211257,ckn shami kebab,8.25,12,,,,,,,0,TRUE,FALSE,0
0624967211271,beef shami kebab,10.41,12,,,,,,,0,TRUE,FALSE,0
0624967404109,BEEF FRANKFURTERS ,7.58,8,,,,,,,0,TRUE,FALSE,0
0624967422004,ALSAFA CKN NUG ,9.91,-8,,,,,,,0,TRUE,FALSE,0
0624967422028,ALSAFA BREADED CKN ,9.99,-2,,,,,,,0,TRUE,FALSE,0
0624967436100,AL SAFA BF HOT DOG ,7.5,-5,,,,,,,0,TRUE,FALSE,0
0624967436605,AL SAFA CHN HOT DOG ,4.8,-19,,,,,,,0,TRUE,FALSE,0
0624967457006,ALSAFA BEEF PATTIES ,10,12,,,,,,,0,TRUE,FALSE,0
0624967600075,ALSAFA BEEF GYRO ,9.92,23,,,,,,,0,TRUE,FALSE,0
0627265001315,crispy tea rusk,2.29,8,,,,,,,0,TRUE,FALSE,0
0627265001513,TWI COOKIES PUNJABI BIS ,5.87,0,,,,,,,0,TRUE,FALSE,0
0627265001520,CRISPY PUNJABI COOKIE ,3.9285,-4,,,,,,,0,TRUE,FALSE,0
0627265002152,CAKE RUSK 650G ,3.35,0,,,,,,,0,TRUE,FALSE,0
0627265002176,ALMOND CAKE RUSK ,5.5,4,,,,,,,0,TRUE,FALSE,0
0627265008390,TWI NAAN TANDOORI ,1.55,32,,,,,,,0,TRUE,FALSE,0
0627265008406,TANDOORI WHOLE WHEET NAAN ,1.5,30,,,,,,,0,TRUE,FALSE,0
0627265012403,CRISPY CAKE RUSK,,-24,,,,,,,0,TRUE,FALSE,0
0633148100013,TAJIN SEASO ,2.82,8,,,,,,,0,TRUE,FALSE,0
0653341190000,ALADDIN KALAJAM ,5,-17,,,,,,,0,TRUE,FALSE,0
0653341190109,ALADDIN MALAI CHOMCOM ,5,-7,,,,,,,0,TRUE,FALSE,0
0653341190208,ALADIN ROSO GULLA ,5,-23,,,,,,,0,TRUE,FALSE,0
0653341190307,ALADDIN MALAIKARI ,5,-29,,,,,,,0,TRUE,FALSE,0
0653341190505,ALADDIN CHOMCHOM ,5,-5,,,,,,,0,TRUE,FALSE,0
0653341190604,ALADDIN MIXED SWEET ,5,26,,,,,,,0,TRUE,FALSE,0
0653341190901,ALADDIN DAHI ,5,-7,,,,,,,0,TRUE,FALSE,0
0653341191007,SONDESH SWEETS ,5,16,,,,,,,0,TRUE,FALSE,0
0653341191106,ALADDIN CHANAR BRI ,5,-6,,,,,,,0,TRUE,FALSE,0
0654561031821,JELLYMANGO,1,9,,,,,,,0,TRUE,FALSE,0
0654561033801,LAZZAT FRIED ONION,1.93,27,,,,,,,0,TRUE,FALSE,0
0654561034402,LAZZAT ROSE WATER,1.41,3,,,,,,,0,TRUE,FALSE,0
0654561035522,JELLY MIXED,1,10,,,,,,,0,TRUE,FALSE,0
0654561035539,JELLY LYCHEE,1,6,,,,,,,0,TRUE,FALSE,0
0656554985067,SHAD CHIRA MIX,2,9,,,,,,,0,TRUE,FALSE,0
0656554985395,SHAD KALA CHANA 4 LB ,2.25,6,,,,,,,0,TRUE,FALSE,0
0656750198568,SHAD MASOOR GOTA 4 LB ,4,3,,,,,,,0,TRUE,FALSE,0
0656750198575,SHAD MASOOR GOTA 2 LB ,2,11,,,,,,,0,TRUE,FALSE,0
0656750198582,SHAD MASOOR GOTA 8 LB ,8,3,,,,,,,0,TRUE,FALSE,0
0656750201947,NANDI 20LB RICE,17.99,1,,,,,,,0,TRUE,FALSE,0
0659389000035,SWEET RED ONION ,1.84,-28,,,,,,,0,TRUE,FALSE,0
0665603810250,EF FRIED ONION 14 OZ ,2.08,6,,,,,,,0,TRUE,FALSE,0
0665603814555,mango pulp,3,6,,,,,,,0,TRUE,FALSE,0
0665603830937,EF LYCHEE ,1.13,37,,,,,,,0,TRUE,FALSE,0
0665603831026,EF MANGO ,1.13,22,,,,,,,0,TRUE,FALSE,0
0665603831187,EASTERN FEAST ROSE ,1.34,2,,,,,,,0,TRUE,FALSE,0
0665603831194,EF STRAWBERRY ,1.34,11,,,,,,,0,TRUE,FALSE,0
0665603831484,EASTERN FEAST PISTACHOICS ,1.33,14,,,,,,,0,TRUE,FALSE,0
0665603831514,EF ALMOND ,1.34,14,,,,,,,0,TRUE,FALSE,0
0665603831576,EF ASSORTED BAKLAVA ,8.95,8,,,,,,,0,TRUE,FALSE,0
0665603831613,JUMBO PUNJABI SAMOSA 25 PC ,10,2,,,,,,,0,TRUE,FALSE,0
0665603831620,punjabi somosa,12.5,6,,,,,,,0,TRUE,FALSE,0
0665603831750,EF TANDOORI NAAN ,4.75,2,,,,,,,0,TRUE,FALSE,0
0671866116633,KOLSON SLANT ,1.25,3,,,,,,,0,TRUE,FALSE,0
0673367416304,LYCHEE COCONUT JELLY ,5.99,-7,,,,,,,0,TRUE,FALSE,0
0675208120302,Toasted sesame oil ,5.86,39,,,,,,,0,TRUE,FALSE,0
0680444105419,FRESH PEELED GARLIC ,5.29,4,,,,,,,0,TRUE,FALSE,0
0680444107222,FRESH PEELED GARLIC ,15.5,4,,,,,,,0,TRUE,FALSE,0
0680444202514,FRESH GARLIC ,2.29,-4,,,,,,,0,TRUE,FALSE,0
0680444202521,GARLIC 5PK ,2.29,4,,,,,,,0,TRUE,FALSE,0
0681131395830,BAKLAVA ,4.43,-7,,,,,,,0,TRUE,FALSE,0
0685450116848,PARLE HIDE SEEK CHOCO ROOLS ,1.45,75,,,,,,,0,TRUE,FALSE,0
0685450117197,PARLE HIDNDSEEK ,0.89,78,,,,,,,0,TRUE,FALSE,0
0686751319549,SUPER DATES MEDJOOL ,34,14,,,,,,,0,TRUE,FALSE,0
0690119132558,LOTIA SUTKI ,3.99,-6,,,,,,,0,TRUE,FALSE,0
0690225104296,INDIA GATE 20LB ,16,-5,,,,,,,0,TRUE,FALSE,0
0690225105248,INDIAN GATE 20LB,19.5,-3,,,,,,,0,TRUE,FALSE,0
0690225105378,INDIA GATE BASMATI RICE-CLASSIC 10LB,16,-4,,,,,,,0,TRUE,FALSE,0
0701748777994,deshi fulka roti ,5.2,12,,,,,,,0,TRUE,FALSE,0
0707966744572,STAR MANGO 250ML ,0.62,25,,,,,,,0,TRUE,FALSE,0
0707966789788,MANGO FRUIT DRINK,1.75,-76,,,,,,,0,TRUE,FALSE,0
0710535035674,Selon Tea 400gm ,3.5,43,,,,,,,0,TRUE,FALSE,0
0710748000049,Zabra basmati 10lb ,16.5,-18,,,,,,,0,TRUE,FALSE,0
0710748000148,zebra brown basmati rice ,16.5,-3,,,,,,,0,TRUE,FALSE,0
0710748000247,ZEBRA 10 LB ,15.49,-6,,,,,,,0,TRUE,FALSE,0
0714760020610,DEEP FRIED ONION 14.00 OZ ,2.75,6,,,,,,,0,TRUE,FALSE,0
0714760840065,ALUBUKHARA ,4.99,0,,,,,,,0,TRUE,FALSE,0
0714760840416,DRY APRICOT 7OZ ,4,6,,,,,,,0,TRUE,FALSE,0
0716252036161,Malka Dal Masoor 4lb ,4,14,,,,,,,0,TRUE,FALSE,0
0716252037366,NOOR MALKA MASOOR 4LB,5.56,-10,,,,,,,0,TRUE,FALSE,0
0717311000390,ONION BAG,,-11,,,,,,,0,TRUE,FALSE,0
0723246009155,LAXMI GIN/ GARLIC ,2.5,2,,,,,,,0,TRUE,FALSE,0
0723246121314,LAXMI SABUDANA 2LB ,3,0,,,,,,,0,TRUE,FALSE,0
0723246132280,LAMXI KESAR MANGO PULP ,2.66,-2,,,,,,,0,TRUE,FALSE,0
0723246170459,LAXMI DRY DATES ,2.6,6,,,,,,,0,TRUE,FALSE,0
0723246176574,LAXMI GRAM MASAL PWD 14OZ ,4.5,10,,,,,,,0,TRUE,FALSE,0
0723246176604,LAXMI GINGER POWDER 200G ,2.5,0,,,,,,,0,TRUE,FALSE,0
0723246176918,LAXMI STAR ANISE SEEDS 200G ,7,2,,,,,,,0,TRUE,FALSE,0
0723246181028,LAXMI WHITE CHANA (KABULI) 2 L ,2.25,13,,,,,,,0,TRUE,FALSE,0
0723246183022,LAXMI CHANA DAL 2LB ,2,12,,,,,,,0,TRUE,FALSE,0
0723246183039,LAXMI CHANA DAL 4LB ,4,0,,,,,,,0,TRUE,FALSE,0
0723246183060,LAXMI MONG DAL 4LB ,5.25,0,,,,,,,0,TRUE,FALSE,0
0723246183534,LAXMI MOONG DAL 8LB ,10,0,,,,,,,0,TRUE,FALSE,0
0723246187013,PARLE-G ,0.14,14,,,,,,,0,TRUE,FALSE,0
0723246187747,LAXMI GRAM MASAL 7OZ ,2.5,13,,,,,,,0,TRUE,FALSE,0
0723246221861,KRACKJACK ,0.5,24,,,,,,,0,TRUE,FALSE,0
0723246232034,LAXMI WHITE CHANA [KABLI] 4 LB ,4.5,-3,,,,,,,0,TRUE,FALSE,0
0723246265605,LAXMI STAR ANISE SEEDS 100G ,4,0,,,,,,,0,TRUE,FALSE,0
0723246283173,Laxmi kerala pappadum ,1.49,0,,,,,,,0,TRUE,FALSE,0
0723246283494,MEHARBAN PITTED DATES ,2.75,-56,,,,,,,0,TRUE,FALSE,0
0723246285702,LAXMI BASMATI RICE 10LB ,14.99,5,,,,,,,0,TRUE,FALSE,0
0723246287133,LAXMI BESAN ,4.75,25,,,,,,,0,TRUE,FALSE,0
0723246287263,MEHARBAN AJWA DATES ,8,-15,,,,,,,0,TRUE,FALSE,0
0723246291383,MEHARBAN KHUDRI DATES,8,-1,,,,,,,0,TRUE,FALSE,0
0723246291390,dates,,-10,,,,,,,0,TRUE,FALSE,0
0723246295459,LAXMI JAVANTRI MACE 100G ,9,0,,,,,,,0,TRUE,FALSE,0
0723246310121,PARLE FAB ,0.5,78,,,,,,,0,TRUE,FALSE,0
0723246310176,PARLE HID&SEEK BOURBON ,1.25,0,,,,,,,0,TRUE,FALSE,0
0724120155333,BOROI PICKLE ,2.49,36,,,,,,,0,TRUE,FALSE,0
0724120155340,NICOBENA TAMARIND PICKLE ,2.25,26,,,,,,,0,TRUE,FALSE,0
0725299931032,Tilda basmati rice ,13.99,-7,,,,,,,0,TRUE,FALSE,0
0728943273045,SHAD MASOOR GOTA 2LB,2.99,-4,,,,,,,0,TRUE,FALSE,0
0728943273052,SHAD JAR CORIENDER POWDER 14 ,3,22,,,,,,,0,TRUE,FALSE,0
0728943273106,SHAD CHANA DAL 2 LB ,2.25,10,,,,,,,0,TRUE,FALSE,0
0728943273113,SHAD CHANA DAL 4LB ,4.5,1,,,,,,,0,TRUE,FALSE,0
0728943273182,SHAD POHA THICK 2 LB ,1.5,8,,,,,,,0,TRUE,FALSE,0
0728943273243,SHAD KABULI CHANA ,2.25,32,,,,,,,0,TRUE,FALSE,0
0728943273441,BLACK PAPPER WHOLE 7 OZ ,2.25,10,,,,,,,0,TRUE,FALSE,0
0728943273526,SHAD FENAL SEED 7 OZ ,1.5,0,,,,,,,0,TRUE,FALSE,0
0728943273533,SHAD FLAT CINAMON STICK 7OZ ,2,16,,,,,,,0,TRUE,FALSE,0
0728943273588,SHAD BLACK PAPER POWDER 7 OZ ,2,10,,,,,,,0,TRUE,FALSE,0
0728943273595,SHAD GREEN CARDAMOM 7 OZ ,8.5,10,,,,,,,0,TRUE,FALSE,0
0728943273694,SHAD CORRIENDER WHOLE 7 OZ ,1.5,21,,,,,,,0,TRUE,FALSE,0
0728943273724,KAKROL ,2.49,5.5,,,,,,,0,TRUE,FALSE,0
0728943273748,SHAD PAPRICA POWDER 7 OZ ,1.5,24,,,,,,,0,TRUE,FALSE,0
0728943273854,MOLA 500G ,4,7,,,,,,,0,TRUE,FALSE,0
0728943273878,SHAD JAVANTRI WHOLE 2OZ ,5,22,,,,,,,0,TRUE,FALSE,0
0728943273946,SHAD BLACK MUSTARD SEED 14 OZ ,1.75,35,,,,,,,0,TRUE,FALSE,0
0728943273984,SHAD JAVANTRI POWDER 3.5OZ ,4,40,,,,,,,0,TRUE,FALSE,0
0728943274127,SHAD NUT MAG POWDER 3.5 OZ ,2.5,4,,,,,,,0,TRUE,FALSE,0
0728943274233,AMINA VEG SINGARA,2,9,,,,,,,0,TRUE,FALSE,0
0728943274288,AMINA MIXED SWEETS,11,5,,,,,,,14.99,TRUE,FALSE,0
0728943274295,AMINA PATALI GUR,3,-6,,,,,,,0,TRUE,FALSE,0
0728943274318,AMINA DAL PURI,2,16,,,,,,,0,TRUE,FALSE,0
0728943274387,AMINA TAKI VORTA,2.99,-5,,,,,,,0,TRUE,FALSE,0
0728943274448,FB KACHUR LATI,1,27,,,,,,,0,TRUE,FALSE,0
0728943274561,SHAD MOLA FISH,3,29,,,,,,,0,TRUE,FALSE,0
0728943274608,SHAD KESKI TRAY,1,59,,,,,,,0,TRUE,FALSE,0
0728943282122,SHAD KALIJEERA RICE 5 LB ,7.5,17,,,,,,,0,TRUE,FALSE,0
0728943282160,SHAD BAY LEAF 60 GR ,1,34,,,,,,,0,TRUE,FALSE,0
0728943282320,KAZI PATALI GUR ,5.5,10,,,,,,,0,TRUE,FALSE,0
0728943282375,Kalojam ,2,50,,,,,,,0,TRUE,FALSE,0
0728943282511,AMINA KHIRSHA CURD,11,-3,,,,,,,0,TRUE,FALSE,0
0728943282535,SHAD METHI SEEDS PKT 7 OZ ,1.25,18,,,,,,,0,TRUE,FALSE,0
0728943282566,SHAD BLACK MUSTARD SEED 7 OZ ,1,11,,,,,,,0,TRUE,FALSE,0
0728943282627,SHAD CUMIN SEED 7 OZ ,1.75,7,,,,,,,0,TRUE,FALSE,0
0728943282672,SHAD TURMARIC POWDER 14 OZ ,2.5,38,,,,,,,0,TRUE,FALSE,0
0728943282764,SHAD TOOR DAL 2 LB ,2.25,24,,,,,,,0,TRUE,FALSE,0
0728943282825,SHAD CLOVES / LONG PKT 3.5 OZ ,2.25,3,,,,,,,0,TRUE,FALSE,0
0728943282948,SHAD ALU BAKARA (GOLDEN) 7 OZ ,3,14,,,,,,,0,TRUE,FALSE,0
0728943282955,SHAD RAISIN (GOLDEN) 7 OZ ,1.75,7,,,,,,,0,TRUE,FALSE,0
0728943282979,SHAD GREEN CARDAMON 3.50 OZ ,4.25,0,,,,,,,0,TRUE,FALSE,0
0728943282986,SHAD ROUND CINAMON STICK 7 OZ ,2.5,3,,,,,,,0,TRUE,FALSE,0
0728943283457,CRISPY SHRIMP ,4.5,2,,,,,,,0,TRUE,FALSE,0
0735143002085,CORTAS BABA GHANOUSH ,1.88,43,,,,,,,0,TRUE,FALSE,0
0735143003044,CARTAS FAVA BEANS ,0.72,44,,,,,,,0,TRUE,FALSE,0
0735143003341,CARTAS BOILED CHICKPEAS ,0.85,34,,,,,,,0,TRUE,FALSE,0
0735143004782,CARTAS MINT WATER ,1.92,37,,,,,,,0,TRUE,FALSE,0
0735143083626,CARTAS HUMMUS TAHINA ,1.14,36,,,,,,,0,TRUE,FALSE,0
0737483340568,BWAN THREAD ,2.79,8,,,,,,,0,TRUE,FALSE,0
0737628001002,THAI FISH SAUCE ,2.34,2,,,,,,,0,TRUE,FALSE,0
0741861063178,L JNGKOW VERMICILLI BEANTHREAD ,2.79,7,,,,,,,0,TRUE,FALSE,0
0745042000082,ROYAL CHEF'S BAS RICE 10LB ,13.5,-6,,,,,,,0,TRUE,FALSE,0
0745042000099,ROYAL CHEF SECRET 20 LB ,26,-4,,,,,,,0,TRUE,FALSE,0
0745042000266,DAAWAT BAS RICE 12LB ,13.9,-26,,,,,,,18.99,TRUE,FALSE,0
0745042001270,DAAWAT ULTRA 12 LB ,14,-5,,,,,,,0,TRUE,FALSE,0
0745042101017,ROYAL BASMATI RICE 10LB ,11.9,-24,,,,,,,0,TRUE,FALSE,0
0745042112013,ROYAL BASMATI RICE 20LB ,21.99,-5,,,,,,,0,TRUE,FALSE,0
0745042142010,ROYAL SONA MASOORI ,25.9,2,,,,,,,0,TRUE,FALSE,0
0745114130471,energy plus 215g ,1.6,-13,,,,,,,0,TRUE,FALSE,0
0745114130488,ENERGY PLUS 68 GR ,0.75,352,,,,,,,0,TRUE,FALSE,0
0745114130624,TIP BISCUIT 60 GR ,0.75,322,,,,,,,0,TRUE,FALSE,0
0745114130686,FIRST CHOICE 60 GM ,2,151,,,,,,,0,TRUE,FALSE,0
0747989410559,SHAD COCONUT POWDER 7 OZ ,1.25,20,,,,,,,0,TRUE,FALSE,0
0748079499164,SUPER DATES 1LBS,4.25,3,,,,,,,0,TRUE,FALSE,0
0749650450017,CD COCONUT MILK ,1.5,0,,,,,,,0,TRUE,FALSE,0
0750343878834,DULHAN MENDI ,1.31,12,,,,,,,0,TRUE,FALSE,0
0751666125209,TOMATOONVINES ,1.03,50,,,,,,,0,TRUE,FALSE,0
0751666151550,SEEDLESS CUCUMBER ,1.15,8,,,,,,,0,TRUE,FALSE,0
0754083509720,BD Motor Bhaja ,0.4,164,,,,,,,0,TRUE,FALSE,0
0755270000518,MAAZA LYCHEE ,1.29,7,,,,,,,0,TRUE,FALSE,0
0755270000556,MAAZA GUAVA ,1.29,11,,,,,,,0,TRUE,FALSE,0
0759119424060,MOLA BLK FB 250GM ,2.25,33,,,,,,,0,TRUE,FALSE,0
0761720071045,ARGO CORN STARCH ,1.85,4,,,,,,,0,TRUE,FALSE,0
0764218091457,reserve rice,17.99,1,,,,,,,0,TRUE,FALSE,0
0764363222003,CERYLON TEA ,5.95,-19,,,,,,,0,TRUE,FALSE,0
0768855203921,HD POHA THICK 2LB,2,18,,,,,,,0,TRUE,FALSE,0
0768855204294,HIMALAYAN FRUTTI MIX ,2.99,5,,,,,,,0,TRUE,FALSE,0
