UPC,Description,Cost,QoH,Special Price Method,Unit Price,Group Price,Group Qty,Start Date,End Date,Net Sales,Foodstamp,Scale,Scanned Count
0051179105706,SWAD WATANA WHITE 2LB ,2.99,-2,,,,,,,0,TRUE,FALSE,0
0051179105805,SWAD VATANA WHITE 4LB ,2.6,-2,,,,,,,0,TRUE,FALSE,0
0051179105904,SWAD WHEAT CRK 2LB,1.6,18,,,,,,,0,TRUE,FALSE,0
0051179106109,SWAD HALEEM WHEAT2 LB ,2.1,24,,,,,,,0,TRUE,FALSE,0
0051179107007,SWAD CHANA DAL 4LB ,3.3,-10,,,,,,,0,TRUE,FALSE,0
0051179107021,SWAD CHANA DAL 7LB ,6.33,4,,,,,,,0,TRUE,FALSE,0
0051179107052,SWAD KABULI CHANA ,3.49,5,,,,,,,0,TRUE,FALSE,0
0051179107205,SWAD MASOOR DAL 4LB ,3.4,1,,,,,,,0,TRUE,FALSE,0
0051179107212,SWAD MASSOR DAL 7LB ,6,2,,,,,,,0,TRUE,FALSE,0
0051179107250,SWAD MOONG DAL 4LB,4,5,,,,,,,0,TRUE,FALSE,0
0051179107274,SWAD MOONG DAL 7LB,7,2,,,,,,,0,TRUE,FALSE,0
0051179107304,SWAD MONG WHOLE ,3.99,2,,,,,,,0,TRUE,FALSE,0
0051179107403,SWAD TOOR DAL 4lb ,3.99,0,,,,,,,0,TRUE,FALSE,0
0051179107458,SWAD URAD DAL 4LB,4.1,7,,,,,,,0,TRUE,FALSE,0
0051179107601,SWAD RICE FLOUR 4LB ,2.4,10,,,,,,,0,TRUE,FALSE,0
0051179107656,SWAD SUJI ,2.99,-2,,,,,,,0,TRUE,FALSE,0
0051179107953,SWAD MULTI DAL MIX 4LB ,4.8,8,,,,,,,0,TRUE,FALSE,0
0051179108059,SWAD KHICHDI MIS ,6.5,3,,,,,,,0,TRUE,FALSE,0
0051179120600,SWAD TAMARIND SEEDLESSS ,1.99,0,,,,,,,0,TRUE,FALSE,0
0051179121102,SWAD MASOOR MALKA 4LB,3.5,-1,,,,,,,0,TRUE,FALSE,0
0051179121157,SWAD MASSOR MALKA 2LB ,1.75,1,,,,,,,0,TRUE,FALSE,0
0051179121171,SWAD MASOOR MALKA 7LB,6.1666,-1,,,,,,,0,TRUE,FALSE,0
0051179151352,SWAD SABUDANA 2LB,1.75,-4,,,,,,,0,TRUE,FALSE,0
0051179151604,SWAD SABUDANA 4LB,3.5,9,,,,,,,0,TRUE,FALSE,0
0051179152007,SWAD SINGODA FLOUR 14 OZ ,2.5,40,,,,,,,0,TRUE,FALSE,0
0051179152052,SWAD SINGODA FLOUR ,5,20,,,,,,,0,TRUE,FALSE,0
0051179153103,SWAD RAGI FLOUR 28OZ ,2,1,,,,,,,0,TRUE,FALSE,0
0051179153158,RAGI FLOWER 3.5LB ,3,11,,,,,,,0,TRUE,FALSE,0
0051179170209,SWAD MAIDA 4LB ,3,20,,,,,,,0,TRUE,FALSE,0
0051179170551,SWAD KALA CHANA BESAN ,5,10,,,,,,,0,TRUE,FALSE,0
0051179170803,SWAD BESAN 4LB ,4,25,,,,,,,0,TRUE,FALSE,0
0051179170902,SWAD GARAM FLOUR 4LB ,4.25,50,,,,,,,0,TRUE,FALSE,0
0051179171008,SWAD GARAM FLOUR 2LB ,2.18,89,,,,,,,0,TRUE,FALSE,0
0051179171053,SWAD MAIDA 2LB ,2.4,7,,,,,,,0,TRUE,FALSE,0
0051179171411,SWAD IDLI RAVA,1.4,-5,,,,,,,0,TRUE,FALSE,0
0051179171473,SWAD IDLI RAVAA 4LB ,3.99,8,,,,,,,0,TRUE,FALSE,0
0051179172531,SWAD WHEAT LADU FLOUR ,3.5,19,,,,,,,0,TRUE,FALSE,0
0051179174306,SWAD SOOJI 4 LB ,3,11,,,,,,,0,TRUE,FALSE,0
0051179174344,SWAD RICE FLOUR 10LB ,6,3,,,,,,,0,TRUE,FALSE,0
0051179175204,SWAD SEMOLINA 2 LB ,1.9,30,,,,,,,0,TRUE,FALSE,0
0051179175303,SWAD SEMOLINA 4LB ,3.8,13,,,,,,,0,TRUE,FALSE,0
0051179176058,SWAD JUWAR FLOUR 4LB ,3.8,13,,,,,,,0,TRUE,FALSE,0
0051179190108,SWAD WHOLE ALMONDS 14OZ ,5.6,-2,,,,,,,0,TRUE,FALSE,0
0051179190801,SWAD CASHEW PIECES 14OZ ,3.5,1,,,,,,,0,TRUE,FALSE,0
0051179191075,SWAD WHOLE CASHEWS 7OZ ,3.49,-6,,,,,,,0,TRUE,FALSE,0
0051179191105,SWAD WHOLE CASHEWS 14OZ ,4.4,0,,,,,,,0,TRUE,FALSE,0
0051179191303,SWAD WHOLE CASHEWS 14OZ ,6.35,0,,,,,,,0,TRUE,FALSE,0
0051179191600,SWAD COCONUT SLICE ,2.75,5,,,,,,,0,TRUE,FALSE,0
0051179191754,SWAD COCONUT FLAKES ,3.75,0,,,,,,,0,TRUE,FALSE,0
0051179192300,SWAD JUMBO PEANUTS 140Z ,2.35,-27,,,,,,,0,TRUE,FALSE,0
0051179192409,SWAD JUMBO PEANUT 28OZ ,2.5,3,,,,,,,0,TRUE,FALSE,0
0051179192706,SWAD PEANUTS 4LB ,5.62,4,,,,,,,0,TRUE,FALSE,0
0051179192959,SWAD PEANUTS SKINLESS 28OZ ,3.12,19,,,,,,,0,TRUE,FALSE,0
0051179193109,SWAD SALTED WHITE PISTA ,5.5,73,,,,,,,0,TRUE,FALSE,0
0051179193802,SWAD GREEN PISTACHIOS 14OZ ,9.25,37,,,,,,,0,TRUE,FALSE,0
0051179193857,SWAD GREEN PISTACHIOS 200G ,5.5,10,,,,,,,0,TRUE,FALSE,0
0051179193901,SWAD GREEN PESTACHIO 28OZ ,18.5,19,,,,,,,0,TRUE,FALSE,0
0051179194052,SWAD GOLDEN RAISENS ,2.99,-2,,,,,,,0,TRUE,FALSE,0
0051179194106,SWAD GOLDEN RAISINS 14OZ ,2.7,18,,,,,,,0,TRUE,FALSE,0
0051179194205,SWAD GOLDEN RAISINS 28OZ ,5.4,8,,,,,,,0,TRUE,FALSE,0
0051179196001,SWAD NTRL SLIVR ALMD 14OZ ,2.6,0,,,,,,,0,TRUE,FALSE,0
0051179196100,SWAD SLICED ALMONDS 14OZ ,3.75,38,,,,,,,0,TRUE,FALSE,0
0051179196209,SWAD NATUAL ALMONDS 14OZ ,3.75,26,,,,,,,0,TRUE,FALSE,0
0051179200760,SWAD VEGE OIL 3QT,6.5,1,,,,,,,0,TRUE,FALSE,0
0051179201903,SWAD COCONUT OIL ,3.5,-18,,,,,,,0,TRUE,FALSE,0
0051179202108,SWAD VEGETABLE OIL BIG ,35,-1,,,,,,,0,TRUE,FALSE,0
0051179202146,SWAD CANOLA OIL ,4.5,0,,,,,,,0,TRUE,FALSE,0
0051179202160,SWAD CORD OIL ,4.5,6,,,,,,,0,TRUE,FALSE,0
0051179202184,SWAD PEANUT OIL ,5.5,4,,,,,,,0,TRUE,FALSE,0
0051179202504,SWAD GHEE ,7.5,2,,,,,,,0,TRUE,FALSE,0
0051179205239,SWAD CASTOR OIL 500ML ,3.75,18,,,,,,,0,TRUE,FALSE,0
0051179212107,SWAD FRYUMS FLATS ,2.5,12,,,,,,,0,TRUE,FALSE,0
0051179212275,SWAD FRYUMS FLOWER ,2.5,6,,,,,,,0,TRUE,FALSE,0
0051179212282,SWAD FRY UMS MINI RING ,1.99,1,,,,,,,0,TRUE,FALSE,0
0051179220102,CORIANDER CHUTNEY ,2.29,4,,,,,,,0,TRUE,FALSE,0
0051179220201,SWAD MINT CHUTNEY ,2.66,8,,,,,,,0,TRUE,FALSE,0
0051179220300,SWAD TAMARIND CHUT ,2.66,0,,,,,,,0,TRUE,FALSE,0
0051179220324,SWAD TAMARIND AND DATES CHUTNE ,2.5,2,,,,,,,0,TRUE,FALSE,0
0051179220409,SWAD  GREEN CHILI CHUTNEY ,2.66,10,,,,,,,0,TRUE,FALSE,0
0051179220508,SWAD GINGER PASTE ,2.6,28,,,,,,,0,TRUE,FALSE,0
0051179220607,SWAD GARLIC PASTE ,3,6,,,,,,,0,TRUE,FALSE,0
0051179220614,SWAD GINGER & GARLIC PASTE ,2.66,2,,,,,,,0,TRUE,FALSE,0
0051179220652,SWAD TOMATO CHUTNEY ,2.66,24,,,,,,,0,TRUE,FALSE,0
0051179220904,SWAD CHILLI GARLIC ,2.5,,,,,,,,0,TRUE,FALSE,0
0051179220911,SWAD MASALA CHILI ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179220935,SWAD HOT&SWEET SAUCE ,2.5,10,,,,,,,0,TRUE,FALSE,0
0051179220959,SWAD JAIN TOMATO SAUCE (500MG) ,2.6,0,,,,,,,0,TRUE,FALSE,0
0051179221109,SWAD BOMBAY SANDWICH SPREAD ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179224209,SWAD GINGER & GARLIC PASTE ,6.5,0,,,,,,,0,TRUE,FALSE,0
0051179224605,SWAD TANDOORI PASTE 25OZ ,8.5,4,,,,,,,0,TRUE,FALSE,0
0051179225008,SWAD SWEET & TANGY TOMATO CHUT ,3.5,6,,,,,,,0,TRUE,FALSE,0
0051179238954,SWAD TANDOORI PASTE ,3.5,2,,,,,,,0,TRUE,FALSE,0
0051179239265,SWAD BOMBAY BHEL-PURI ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179239272,SWAD SAMOSA CHUTNEY ,2.5,-24,,,,,,,0,TRUE,FALSE,0
0051179240506,SWAD POHA THICK 2L ,1.99,9,,,,,,,0,TRUE,FALSE,0
0051179240551,SWAD POHA THICK 4LB ,4,17,,,,,,,0,TRUE,FALSE,0
0051179240803,SWAD POHA THIN 2LB ,2.3,17,,,,,,,0,TRUE,FALSE,0
0051179241329,swad mamra puffed rice 4 lb ,4.8,2,,,,,,,0,TRUE,FALSE,0
0051179241404,SWAD ROASTED CHANA 7OZ ,0.9,7,,,,,,,0,TRUE,FALSE,0
0051179241459,SWAD ROASTED CHANA 14 ,1.5,20,,,,,,,0,TRUE,FALSE,0
0051179242203,SWAD MANGO PICKLE 17OZ ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179242258,SWAD MIXED PICKLE ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179245706,GOAT PAIA ,6,-110.37,,,,,,,0,TRUE,TRUE,0
0051179251205,SWAD RATNAGIRI MANGO PULP ,2.66,1,,,,,,,0,TRUE,FALSE,0
0051179267152,SWAD PONNI RICE 10LB ,8.5,0,,,,,,,0,TRUE,FALSE,0
0051179267503,SWAD BROWN SONA MAOORI RICE ,16,-1,,,,,,,0,TRUE,FALSE,0
0051179267602,SWAD BROWN SONA 10 LB ,9,0,,,,,,,0,TRUE,FALSE,0
0051179267701,SWAD QUINOA 28 OZ ,3.35,22,,,,,,,0,TRUE,FALSE,0
0051179267909,SWAD SONA MASOORI RICE 10LB ,8,0,,,,,,,0,TRUE,FALSE,0
0051179268258,SWAD BROWN LONG GRAIN ,11,2,,,,,,,0,TRUE,FALSE,0
0051179273726,MASALA KHAKHRA 7 OZ ,0.86,60,,,,,,,0,TRUE,FALSE,0
0051179277243,SWAD GOONG DAL ,1.73,10,,,,,,,0,TRUE,FALSE,0
0051179277700,SWAD DAL MUTH ,1.73,0,,,,,,,0,TRUE,FALSE,0
0051179303539,SWAD PLAIN KHARI ,2.7,8,,,,,,,0,TRUE,FALSE,0
0051179309104,PANI PURI KIT ,3.75,0,,,,,,,0,TRUE,FALSE,0
0051179309326,SWAD BHEL PURI KIT ,2.9,16,,,,,,,0,TRUE,FALSE,0
0051179310209,SWAD AJWAN SEEDS(BISHOP) 7OZ ,2.5,-2,,,,,,,0,TRUE,FALSE,0
0051179310261,SWAD AJWAIN SEEDS 28OZ ,10.5,8,,,,,,,0,TRUE,FALSE,0
0051179310308,AJWAIN SEEDS 140Z ,3.75,28,,,,,,,0,TRUE,FALSE,0
0051179311305,SWAD ANARDANA 3.5 ,2,29,,,,,,,0,TRUE,FALSE,0
0051179311336,SWAD ANAR POWDER 3.5OZ ,1.5,28,,,,,,,0,TRUE,FALSE,0
0051179311831,SWAD ANISTAR 3.5 OZ ,2.5,11,,,,,,,0,TRUE,FALSE,0
0051179312302,SWAD BLACK CARDAMON ,2.25,-19,,,,,,,0,TRUE,FALSE,0
0051179312500,SWAD CARDAMOM BLK 14OZ ,8.25,38,,,,,,,0,TRUE,FALSE,0
0051179312890,SWAD WHOLE BLACK PEPER 3.5 ,2.25,23,,,,,,,0,TRUE,FALSE,0
0051179312906,SWAD WHOLE BLK PPR ,2.25,23,,,,,,,0,TRUE,FALSE,0
0051179313606,SWAD GREEN CARDAMON ,12.99,0,,,,,,,0,TRUE,FALSE,0
0051179314603,SWAD CHARMAGAZ 3.5 0Z ,2.25,27,,,,,,,0,TRUE,FALSE,0
0051179315006,SWAD CHILLI CRUSHED 7OZ ,2.6,0,,,,,,,0,TRUE,FALSE,0
0051179315105,SWAD CHILLI CRUSHED 14OZ ,3.5,0,,,,,,,0,TRUE,FALSE,0
0051179315600,SWAD WHOLE CHILLIES 3.5 ,1.75,0,,,,,,,0,TRUE,FALSE,0
0051179315709,SWAD WHL CHILLI ,1.75,13,,,,,,,0,TRUE,FALSE,0
0051179315808,SWAD CHILI WHOLE,3.5,6,,,,,,,0,TRUE,FALSE,0
0051179316607,SWAD CINNAMON ROUND ,2.75,9,,,,,,,0,TRUE,FALSE,0
0051179316706,SWAD CINNAMON 14 0Z ,5.5,12,,,,,,,0,TRUE,FALSE,0
0051179316898,SWAD CINAMON FLAT ,2.25,6,,,,,,,0,TRUE,FALSE,0
0051179316904,SWAD CINNAMON 14 OZ ,4.25,18,,,,,,,0,TRUE,FALSE,0
0051179317406,swad cloves 7 oz ,3.75,13,,,,,,,0,TRUE,FALSE,0
0051179317505,SWAD WHOLE CLOVES 14OZ ,7.25,35,,,,,,,0,TRUE,FALSE,0
0051179317901,SWADCORIANDER SEEDS 7OZ ,1.25,6,,,,,,,0,TRUE,FALSE,0
0051179318007,SWAD CORIANDER SEEDS 14OZ ,2.25,24,,,,,,,0,TRUE,FALSE,0
0051179318403,SWAD CUMIN SEEDS 7OZ ,2.55,0,,,,,,,0,TRUE,FALSE,0
0051179318458,SWAD CUMIN SEED 3.5OZ ,1,27,,,,,,,0,TRUE,FALSE,0
0051179318502,SWAD CUMIN SEEDS 14oz ,2.75,-1,,,,,,,0,TRUE,FALSE,0
0051179318601,SWAD CUMIN SEEDS ,5.5,1,,,,,,,0,TRUE,FALSE,0
0051179319806,SWAD DIL SEEDS 7OZ ,1.25,30,,,,,,,0,TRUE,FALSE,0
0051179320604,FENNEL,1.99,-7,,,,,,,0,TRUE,FALSE,0
0051179321564,SWAD FRIED ONION ,1.62,12,,,,,,,0,TRUE,FALSE,0
0051179323407,SWAD KALONJI ,1.75,2,,,,,,,0,TRUE,FALSE,0
0051179323506,SWAD KALONJI 7OZ,1.25,3,,,,,,,0,TRUE,FALSE,0
0051179323605,SWAD KALONJI 14OZ,2.25,14,,,,,,,0,TRUE,FALSE,0
0051179323902,SWAD KOKUM 3.6 ,0.9,31,,,,,,,0,TRUE,FALSE,0
0051179324404,SWAD BAY LEAVES ,1.75,-13,,,,,,,0,TRUE,FALSE,0
0051179325104,SWAD MINT LEAVES ,0.75,27,,,,,,,0,TRUE,FALSE,0
0051179325807,Swad methi seeds 200g ,1,35,,,,,,,0,TRUE,FALSE,0
0051179325906,Swad methi seeds 400g ,2.99,-6,,,,,,,0,TRUE,FALSE,0
0051179326811,SWAD MUSTARD SEED 56OZ ,7,8,,,,,,,0,TRUE,FALSE,0
0051179327061,SWAD NUTMEG WHOLE ,2.75,22,,,,,,,0,TRUE,FALSE,0
0051179327405,Swad punch puran 200g ,1.25,18,,,,,,,0,TRUE,FALSE,0
0051179327412,SWAD PANCH PURAN ,2.25,18,,,,,,,0,TRUE,FALSE,0
0051179328204,SWAD POPPY SEED ,3.75,2,,,,,,,0,TRUE,FALSE,0
0051179328303,SWAD POPY SEEDS ,3.5,23,,,,,,,0,TRUE,FALSE,0
0051179328709,SWAD TUKMARIA(BASIL) 7OZ ,1.75,33,,,,,,,0,TRUE,FALSE,0
0051179328808,SWAD TUKMARIA(BASIL) 14OZ ,3.25,47,,,,,,,0,TRUE,FALSE,0
0051179328907,SWAD TUKMARIA 3.5OZ ,1,26,,,,,,,0,TRUE,FALSE,0
0051179329300,SWAD SESAME SEEDS  WTE14OZ ,3.6,4,,,,,,,0,TRUE,FALSE,0
0051179329607,SWAD SESAME SEEDS 14OZ ,3.6,3,,,,,,,0,TRUE,FALSE,0
0051179329829,SWAD SESAME BLK 7OZ ,1.5,26,,,,,,,0,TRUE,FALSE,0
0051179340800,SWAD BLACK SALT POWDER ,1.5,4,,,,,,,0,TRUE,FALSE,0
0051179340954,SWAD BLACKSLT POWDER 14OZ ,2.75,11,,,,,,,0,TRUE,FALSE,0
0051179341906,SWAD CHILLI POWDER 14OZ ,2.75,20,,,,,,,0,TRUE,FALSE,0
0051179341920,SWAD CHILLI POWDER KSMIRI 14OZ ,3.7,2,,,,,,,0,TRUE,FALSE,0
0051179342507,SWAD CHILLI POWEDER 14OZ ,2.75,30,,,,,,,0,TRUE,FALSE,0
0051179343009,SWAD CHILLI POWDER EH ,2.7,17,,,,,,,0,TRUE,FALSE,0
0051179343054,SWAD CHILLI POWDER EXTRA HOT 1 ,3.75,-14,,,,,,,0,TRUE,FALSE,0
0051179343108,SWAD CHILLI 3.5 LB,10.99,3,,,,,,,0,TRUE,FALSE,0
0051179343153,SWAD CHILLI POWDER EXTRA HOT 2 ,7.5,-3,,,,,,,0,TRUE,FALSE,0
0051179344204,SWAD CORIANDER POWDER 7OZ ,1.1,-6,,,,,,,0,TRUE,FALSE,0
0051179344600,SWAD CUMIN POWER ,1.5,8,,,,,,,0,TRUE,FALSE,0
0051179344709,SWAD CUMMAN POWDER 14OZ ,2.75,17,,,,,,,0,TRUE,FALSE,0
0051179344808,SWAD CUMMIN POWDER 28OZ ,5.5,19,,,,,,,0,TRUE,FALSE,0
0051179345904,SWAD GARAM MASALA POWDER 7OZ ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179346406,SWAD GARLIC POWDER 7OZ ,1,31,,,,,,,0,TRUE,FALSE,0
0051179346505,SWAD GARLIC POWER COARSE ,1.75,33,,,,,,,0,TRUE,FALSE,0
0051179348301,SWAD JAVENTRI WHOLE 100G ,9.99,0,,,,,,,0,TRUE,FALSE,0
0051179348639,SWAD SHAHI JEERA 100G ,3,0,,,,,,,0,TRUE,FALSE,0
0051179348707,SWAD MADRAS CURRY POWDER ,2.75,30,,,,,,,0,TRUE,FALSE,0
0051179349001,SWAD FENUGREEK PWDR ,0.9,30,,,,,,,0,TRUE,FALSE,0
0051179349902,SWAD NUTMEG POWDER 3.5 ,2.25,28,,,,,,,0,TRUE,FALSE,0
0051179351301,SWAD TURMERIC PWDER 7OZ ,1.25,-1,,,,,,,0,TRUE,FALSE,0
0051179351318,SWAD TURMERIC WHOLE 100G ,2.29,0,,,,,,,0,TRUE,FALSE,0
0051179351400,SWAD TURMERIC POWDER ,2.25,7,,,,,,,0,TRUE,FALSE,0
0051179360013,SWAD EGG YELLOW ,1,-1,,,,,,,0,TRUE,FALSE,0
0051179360037,SWAD ORANGE FOOD COLOR ,1,1,,,,,,,0,TRUE,FALSE,0
0051179360044,SWAD GREEN FOOD COLOR ,1,34,,,,,,,0,TRUE,FALSE,0
0051179360051,SWAD RED FOOD COLOR ,1,6,,,,,,,0,TRUE,FALSE,0
0051179361980,SWAD KASOORI METHI ,1.13,32,,,,,,,0,TRUE,FALSE,0
0051179395251,SWAD MUMBAI MIX MF ,2.5,0,,,,,,,0,TRUE,FALSE,0
0051179396654,SWAD PREMIUM DESI MF ,2.5,6,,,,,,,0,TRUE,FALSE,0
0051179531109,SWAD ISABGOL BTL ,3.5,0,,,,,,,0,TRUE,FALSE,0
0051179610354,SWAD GARAM MASALA PWDER BTL ,1.66,8,,,,,,,0,TRUE,FALSE,0
0051179610958,SWAD SESAME SEEDS BTL ,2,3,,,,,,,0,TRUE,FALSE,0
0051179850569,SWAD CUMIN SEEDS BIG ,14,0,,,,,,,0,TRUE,FALSE,0
0051179860476,SWAD CUMIN POWDER ,11,8,,,,,,,0,TRUE,FALSE,0
0051179900721,SWAD PANEER ,5,-10,,,,,,,0,TRUE,FALSE,0
0051179901766,SWAD GARAM MASALA WHOLE 7OZ ,2,13,,,,,,,0,TRUE,FALSE,0
0051179901773,SWAD GARAM MASLAMIX ,3.35,31,,,,,,,0,TRUE,FALSE,0
0051179999282,Swad potato wafers 400g ,4,4,,,,,,,0,TRUE,FALSE,0
0051500255377,PEANUT BUTTER JIF ,1.99,4,,,,,,,0,TRUE,FALSE,0
0051907888314,Kolhapuri Jagery - 1LB ,2.99,-10,,,,,,,0,TRUE,FALSE,0
0051907888857,32 ,2.5,1,,,,,,,0,TRUE,FALSE,0
0051907889007,SHAD TURMARIC POWDER 7 OZ ,1.25,12,,,,,,,0,TRUE,FALSE,0
0051907889045,SHAD MUSTARD SEED 7 OZ (YELLOW ,1,16,,,,,,,0,TRUE,FALSE,0
0051907889250,SHAD CORIANDER POWDER 14 OZ ,2,9,,,,,,,0,TRUE,FALSE,0
0051907893851,Mogra Incense Stick ,5,0,,,,,,,0,TRUE,FALSE,0
0051907893899,Jasmine Incense Stick ,5,8,,,,,,,0,TRUE,FALSE,0
0051907893912,Sandal Incense Stick ,5,4,,,,,,,0,TRUE,FALSE,0
0053600102568,DESI WHL MILK YOGURT ,3.0312,7,,,,,,,0,TRUE,FALSE,0
0053600164061,DESHI LOW FAT YGRT ,3,14,,,,,,,0,TRUE,FALSE,0
0053600164337,DESI 4LB LOW YOGURT ,5.83,10,,,,,,,0,TRUE,FALSE,0
0053600164344,DESI YOGURT WHL 4LB ,6.09,11,,,,,,,0,TRUE,FALSE,0
0054529006296,AHMED FRIED ONION ,2.4,-22,,,,,,,0,TRUE,FALSE,0
0054529012136,AHMED JELLO LYCHEE ,0.66,0,,,,,,,0,TRUE,FALSE,0
0054529013027,AHMEDJELLO STRAWBERRY ,0.83,0,,,,,,,0,TRUE,FALSE,0
0054529013041,AHMED JELLO PINEAPPLE ,0.83,8,,,,,,,0,TRUE,FALSE,0
0054529013058,AHMED ORANGE ,0.83,37,,,,,,,0,TRUE,FALSE,0
0054529013065,AHMED JELLO LEMON ,0.83,18,,,,,,,0,TRUE,FALSE,0
0054529013089,AHMED MNGO JELLY ,0.83,19,,,,,,,0,TRUE,FALSE,0
0054529013423,AHMED STRAWBERRY CUST POWDER ,2.5,7,,,,,,,0,TRUE,FALSE,0
0054529013447,AHMED CUSTARD MANGO POWDER ,2.5,2,,,,,,,0,TRUE,FALSE,0
0054529016011,AHMED VERMECILLI ,0.59,-93,,,,,,,0,TRUE,FALSE,0
0054529017018,AHMED ROSE WATER ,1.75,-12,,,,,,,0,TRUE,FALSE,0
0054529017100,AHMED KEWRA WATER ,2.66,-10,,,,,,,0,TRUE,FALSE,0
0054529502637,AHMED CORNFLOUR ,0.63,12,,,,,,,0,TRUE,FALSE,0
0054881000208,AHMAD TEA FRUIT ND HERB ,2.38,7,,,,,,,0,TRUE,FALSE,0
0054881000970,AHMAD CARDAMON TEA ,2.46,6,,,,,,,0,TRUE,FALSE,0
0054881003971,AHMED GREEN TEA ,2.45,0,,,,,,,0,TRUE,FALSE,0
0054881005654,AHMAD TEA JASMINE ,2.45,8,,,,,,,0,TRUE,FALSE,0
0054881006163,AHMAD TEA ENGLISH ,2.45,4,,,,,,,0,TRUE,FALSE,0
0054881008563,AHMAD GREEN TEA 250G ,3.24,13,,,,,,,0,TRUE,FALSE,0
0054881019248,AHMED TEA ,2.39,-10,,,,,,,0,TRUE,FALSE,0
0054881019538,AHMED CARDAMOM TEA ,8,4,,,,,,,0,TRUE,FALSE,0
0054881020374,AHMED TEA DIGEST ,2.57,1,,,,,,,0,TRUE,FALSE,0
0059000415505,GOLDEN TEMPLE ATTA 5.5 ,7,10,,,,,,,0,TRUE,FALSE,0
0059000415567,GOLDEN TEMPLE ATTA 20LB ,21,2,,,,,,,0,TRUE,FALSE,0
0068400563518,LIPTON YELLOW TEA ,9.59,8,,,,,,,0,TRUE,FALSE,0
0068400574705,KNORR ARTIFICAL CHICKEN FLAVOR ,0.3,-4,,,,,,,0,TRUE,FALSE,0
0068400611684,TAJ MAHAL TEA ,4.59,42,,,,,,,0,TRUE,FALSE,0
0068400611875,LED LABEL TEA 900G ,7.83,20,,,,,,,0,TRUE,FALSE,0
0071100005783,HV ORG RANCH ,4.88,4,,,,,,,0,TRUE,FALSE,0
0072288112539,BAMBOO SKEWERS ,0.79,4,,,,,,,0,TRUE,FALSE,0
0072668444458,CAULIFLOWER ,2.17,24,,,,,,,0,TRUE,FALSE,0
0074401704232,RL PEARL CUSCOUS ,3.85,2,,,,,,,0,TRUE,FALSE,0
0074401704324,RL COUSCOUS ,5.68,0,,,,,,,0,TRUE,FALSE,0
0077397500024,SAHTEIN RED LENTILS ,1.41,-18,,,,,,,0,TRUE,FALSE,0
0077397878086,SAHTEIN MAAMOULCOOKIES ,4,2,,,,,,,0,TRUE,FALSE,0
0078612646121,PREETHI MOORI,1.99,24,,,,,,,0,TRUE,FALSE,0
0078742002828,GV CHUNK PINK SALMON ,1.53,3,,,,,,,0,TRUE,FALSE,0
0078742009537,PANKO BREAD CRUMBS ,1.77,3,,,,,,,0,TRUE,FALSE,0
0078742060439,GV EX VIRGIN OIL ,2.25,2,,,,,,,0,TRUE,FALSE,0
0078742065328,GV MAYO,2.12,0,,,,,,,0,TRUE,FALSE,0
0078742127071,12 large egg ,1.24,8,,,,,,,0,TRUE,FALSE,0
0078742133652,GV COOKED SHRIMP ,6.23,1,,,,,,,0,TRUE,FALSE,0
0078742141671,Corn starch 1 LB- great value ,0,0,,,,,,,0,TRUE,FALSE,0
0078742210001,GREAT VEGE OIL 1 GAL ,8.17,-4,,,,,,,0,TRUE,FALSE,0
0078742228037,GV GRANULATED SUGAR ,3.24,1,,,,,,,0,TRUE,FALSE,0
0078742229218,plain nonfat yogurt 32oz ,2.36,2,,,,,,,0,TRUE,FALSE,0
0078742229416,GV VEG OIL ,1.71,0,,,,,,,0,TRUE,FALSE,0
0078742229430,GV CANOLA OIL ,1.71,0,,,,,,,0,TRUE,FALSE,0
0078742280561,GV BUTTER SALTED ,1.97,0,,,,,,,0,TRUE,FALSE,0
0078742300665,GV ORG CHIA SEED ,13.02,4,,,,,,,0,TRUE,FALSE,0
0078742333717,GV FRENCH VANILLA ,3.48,2,,,,,,,0,TRUE,FALSE,0
0078742333755,GV CINNAMON FRENCH TOAST ,3.48,2,,,,,,,0,TRUE,FALSE,0
0078742352961,GV VEGE OIL ,2.95,-2,,,,,,,0,TRUE,FALSE,0
0078742371177,GV GRANULATED SUGAR 10LB ,5.83,2,,,,,,,0,TRUE,FALSE,0
0078742372211,LIGHT BROWN SUGAR ,1.7,-7,,,,,,,0,TRUE,FALSE,0
0078742374277,GV SC BUTTER UNSALTED ,3.98,0,,,,,,,0,TRUE,FALSE,0
0078742374895,ITALIAN BREAD CRUMBS ,1.12,3,,,,,,,0,TRUE,FALSE,0
0078742431673,GREAT CANOLA OIL ,4.24,-7,,,,,,,0,TRUE,FALSE,0
0078742433103,GV ALASKAN PINK SALMON ,2.75,0,,,,,,,0,TRUE,FALSE,0
0083737121026,whiteleg shrimp ,4.5,14,,,,,,,0,TRUE,FALSE,0
0084643200102,TEA INDIA CHAI MASALA ,4.33,3,,,,,,,0,TRUE,FALSE,0
0085968001009,JASMINE RICE 5LB ,6.15,2,,,,,,,0,TRUE,FALSE,0
